date,spy,vix,sp20vol,,,,,
3/15/2017,238.95,11.63,0.072339107,,,,,
3/16/2017,238.48,11.21,0.071326757,,,,,
3/17/2017,237.03,11.28,0.071474521,,,,,
3/20/2017,236.77,11.34,0.071979177,,,,,
3/21/2017,233.73,12.47,0.082145721,,,,,
3/22/2017,234.28,12.81,0.082514537,,,,,
3/23/2017,234.03,13.12,0.082512517,,,,,
3/24/2017,233.86,12.96,0.08223054,,,,,
3/27/2017,233.62,12.5,0.082055145,,,,,
3/28/2017,235.32,11.53,0.08620166,,,,,
3/29/2017,235.54,11.42,0.069499704,,,,,
3/30/2017,236.29,11.54,0.067870227,,,,,
3/31/2017,235.74,12.37,0.06815192,,,,,
4/3/2017,235.33,12.38,0.067486932,,,,,
4/4/2017,235.48,11.79,0.066852953,,,,,
4/5/2017,234.78,12.89,0.067231764,,,,,
4/6/2017,235.44,12.39,0.067574204,,,,,
4/7/2017,235.2,12.87,0.066381282,,,,,
4/10/2017,235.34,14.05,0.066437167,,,,,
4/11/2017,235.06,15.07,0.065609279,,,,,
4/12/2017,234.03,15.77,0.058199894,,,,,
4/13/2017,232.51,15.96,0.061917832,,,,,
4/17/2017,234.57,14.66,0.070856206,,,,,
4/18/2017,233.87,14.42,0.071160846,,,,,
4/19/2017,233.44,14.93,0.056307355,,,,,
4/20/2017,235.34,14.15,0.06226733,,,,,
4/21/2017,234.59,14.63,0.063170498,,,,,
4/24/2017,237.17,10.84,0.073679691,,,,,
4/25/2017,238.55,10.76,0.07583422,,,,,
4/26/2017,238.4,10.85,0.072271518,,,,,
4/27/2017,238.6,10.36,0.072250614,,,,,
4/28/2017,238.08,10.82,0.072214745,,,,,
5/1/2017,238.68,10.11,0.071692507,,,,,
5/2/2017,238.77,10.59,0.071247932,,,,,
5/3/2017,238.48,10.68,0.071588137,,,,,
5/4/2017,238.76,10.46,0.07027826,,,,,
5/5/2017,239.7,10.57,0.071158792,,,,,
5/8/2017,239.66,9.77,0.070948163,,,,,
5/9/2017,239.44,9.96,0.071286104,,,,,
5/10/2017,239.87,10.21,0.07077757,,,,,
5/11/2017,239.38,10.6,0.069577461,,,,,
5/12/2017,238.98,10.4,0.06392139,,,,,
5/15/2017,240.3,10.42,0.059407465,,,,,
5/16/2017,240.08,10.65,0.057914098,,,,,
5/17/2017,235.82,15.59,0.089775224,,,,,
5/18/2017,236.77,14.66,0.086690645,,,,,
5/19/2017,238.31,12.04,0.088761977,,,,,
5/22/2017,239.52,10.93,0.08221592,,,,,
5/23/2017,240.05,10.72,0.079678841,,,,,
5/24/2017,240.61,10.02,0.080029817,,,,,
5/25/2017,241.76,9.99,0.08133045,,,,,
5/26/2017,241.71,9.81,0.08081493,,,,,
5/30/2017,241.5,10.38,0.080975801,,,,,
5/31/2017,241.44,10.41,0.081007883,,,,,
6/1/2017,243.36,9.89,0.084531408,,,,,
6/2/2017,244.17,9.75,0.085109383,,,,,
6/5/2017,243.99,10.07,0.084671907,,,,,
6/6/2017,243.21,10.45,0.085582698,,,,,
6/7/2017,243.66,10.39,0.085410637,,,,,
6/8/2017,243.78,10.16,0.085416478,,,,,
6/9/2017,243.41,10.7,0.084949442,,,,,
6/12/2017,243.36,11.46,0.084791026,,,,,
6/13/2017,244.55,10.42,0.084818257,,,,,
6/14/2017,244.24,10.64,0.084990851,,,,,
6/15/2017,243.77,10.9,0.049064117,,,,,
6/16/2017,242.64,10.38,0.048611686,,,,,
6/19/2017,244.66,10.37,0.05117628,,,,,
6/20/2017,243.01,10.86,0.056885253,,,,,
6/21/2017,242.95,10.75,0.057002893,,,,,
6/22/2017,242.84,10.48,0.056786948,,,,,
6/23/2017,243.13,10.02,0.05511728,,,,,
6/26/2017,243.29,9.9,0.055117064,,,,,
6/27/2017,241.33,11.06,0.06276963,,,,,
6/28/2017,243.49,10.03,0.069817545,,,,,
6/29/2017,241.35,11.44,0.07198025,,,,,
6/30/2017,241.8,11.18,0.070817451,,,,,
7/3/2017,242.21,11.22,0.071325071,,,,,
7/5/2017,242.77,11.07,0.07082549,,,,,
7/6/2017,240.55,12.54,0.078040802,,,,,
7/7/2017,242.11,11.19,0.081761665,,,,,
7/10/2017,242.37,11.11,0.081809988,,,,,
7/11/2017,242.19,10.89,0.08178428,,,,,
7/12/2017,244.01,10.3,0.084194484,,,,,
7/13/2017,244.42,9.9,0.084269083,,,,,
7/14/2017,245.56,9.51,0.085165102,,,,,
7/17/2017,245.53,9.82,0.085188059,,,,,
7/18/2017,245.66,9.89,0.080061521,,,,,
7/19/2017,246.99,9.79,0.07778716,,,,,
7/20/2017,247.1,9.58,0.077703719,,,,,
7/21/2017,246.88,9.36,0.077685779,,,,,
7/24/2017,246.82,9.43,0.077897302,,,,,
7/25/2017,247.42,9.43,0.078295222,,,,,
7/26/2017,247.43,9.6,0.07103756,,,,,
7/27/2017,247.2,10.11,0.065412485,,,,,
7/28/2017,246.91,10.29,0.056117068,,,,,
7/31/2017,246.77,10.26,0.056446745,,,,,
8/1/2017,247.32,10.09,0.056492606,,,,,
8/2/2017,247.44,10.28,0.056486878,,,,,
8/3/2017,246.96,10.44,0.043354072,,,,,
8/4/2017,247.41,10.03,0.039028252,,,,,
8/7/2017,247.87,9.93,0.039080157,,,,,
8/8/2017,247.26,10.96,0.040521566,,,,,
8/9/2017,247.25,11.11,0.033206018,,,,,
8/10/2017,243.76,16.04,0.062688842,,,,,
8/11/2017,244.12,15.51,0.060307937,,,,,
8/14/2017,246.54,12.33,0.070736034,,,,,
8/15/2017,246.51,12.04,0.070750143,,,,,
8/16/2017,246.94,11.74,0.068180877,,,,,
8/17/2017,243.09,15.55,0.087239048,,,,,
8/18/2017,242.71,14.26,0.087282286,,,,,
8/21/2017,242.9,13.19,0.087599138,,,,,
8/22/2017,245.44,11.35,0.094833419,,,,,
8/23/2017,244.56,12.25,0.095359625,,,,,
8/24/2017,243.99,12.23,0.095486259,,,,,
8/25/2017,244.56,11.28,0.09582671,,,,,
8/28/2017,244.57,11.32,0.095897761,,,,,
8/29/2017,244.85,11.7,0.095408021,,,,,
8/30/2017,246.01,11.22,0.097136759,,,,,
8/31/2017,247.49,10.59,0.099227573,,,,,
9/1/2017,247.84,10.13,0.099251615,,,,,
9/5/2017,246.06,12.23,0.102558061,,,,,
9/6/2017,246.9,11.63,0.103034022,,,,,
9/7/2017,246.87,11.55,0.103031497,,,,,
9/8/2017,246.58,12.12,0.088371922,,,,,
9/11/2017,249.21,10.73,0.095716433,,,,,
9/12/2017,250.05,10.58,0.090086235,,,,,
9/13/2017,250.17,10.5,0.089987212,,,,,
9/14/2017,250.09,10.44,0.090162805,,,,,
9/15/2017,249.19,10.17,0.067488308,,,,,
9/18/2017,249.72,10.15,0.066375682,,,,,
9/19/2017,249.97,10.18,0.066380501,,,,,
9/20/2017,250.06,9.78,0.05863087,,,,,
9/21/2017,249.39,9.67,0.058224589,,,,,
9/22/2017,249.44,9.59,0.057013748,,,,,
9/25/2017,248.93,10.21,0.058325398,,,,,
9/26/2017,249.08,10.17,0.058401067,,,,,
9/27/2017,250.05,9.87,0.059358837,,,,,
9/28/2017,250.35,9.55,0.058000998,,,,,
9/29/2017,251.23,9.51,0.056269334,,,,,
10/2/2017,252.32,9.45,0.057118327,,,,,
10/3/2017,252.86,9.51,0.047258556,,,,,
10/4/2017,253.16,9.63,0.046891425,,,,,
10/5/2017,254.66,9.19,0.048733874,,,,,
10/6/2017,254.37,9.65,0.048390189,,,,,
10/9/2017,253.95,10.33,0.036206424,,,,,
10/10/2017,254.62,10.08,0.035535912,,,,,
10/11/2017,255.02,9.85,0.035605372,,,,,
10/12/2017,254.64,9.91,0.036148591,,,,,
10/13/2017,254.95,9.61,0.03604611,,,,,
10/16/2017,255.29,9.91,0.03610523,,,,,
10/17/2017,255.47,10.31,0.036131444,,,,,
10/18/2017,255.72,10.07,0.036117246,,,,,
10/19/2017,255.79,10.05,0.032884716,,,,,
10/20/2017,257.11,9.97,0.035574064,,,,,
10/23/2017,256.11,11.07,0.038395458,,,,,
10/24/2017,256.56,11.16,0.038102162,,,,,
10/25/2017,255.29,11.23,0.042427686,,,,,
10/26/2017,255.62,11.3,0.042432719,,,,,
10/27/2017,257.71,9.8,0.048525476,,,,,
10/30/2017,256.75,10.5,0.049854823,,,,,
10/31/2017,257.15,10.18,0.049621596,,,,,
11/1/2017,257.49,10.2,0.049677838,,,,,
11/2/2017,257.59,9.93,0.046305148,,,,,
11/3/2017,258.45,9.14,0.046735535,,,,,
11/6/2017,258.85,9.4,0.04576757,,,,,
11/7/2017,258.67,9.89,0.045605974,,,,,
11/8/2017,259.11,9.78,0.045516911,,,,,
11/9/2017,258.17,10.5,0.047549729,,,,,
11/10/2017,258.09,11.29,0.047858717,,,,,
11/13/2017,258.33,11.5,0.047685206,,,,,
11/14/2017,257.73,11.59,0.048733193,,,,,
11/15/2017,256.44,13.13,0.053013334,,,,,
11/16/2017,258.62,11.76,0.060366566,,,,,
11/17/2017,257.86,11.43,0.0586849,,,,,
11/20/2017,258.3,10.65,0.056808465,,,,,
11/21/2017,259.99,9.73,0.060823885,,,,,
11/22/2017,259.76,9.88,0.057859091,,,,,
11/24/2017,260.36,9.67,0.058014148,,,,,
11/27/2017,260.23,9.87,0.051379565,,,,,
11/28/2017,262.87,10.03,0.059504165,,,,,
11/29/2017,262.71,10.7,0.059717337,,,,,
11/30/2017,265.01,11.28,0.064971186,,,,,
12/1/2017,264.46,11.43,0.065947492,,,,,
12/4/2017,264.14,11.68,0.066011799,,,,,
12/5/2017,263.19,11.33,0.068097701,,,,,
12/6/2017,263.24,11.02,0.068084568,,,,,
12/7/2017,264.07,10.16,0.068489879,,,,,
12/8/2017,265.51,9.58,0.068160581,,,,,
12/11/2017,266.31,9.34,0.067971084,,,,,
12/12/2017,266.78,9.92,0.067944634,,,,,
12/13/2017,266.75,10.18,0.066875941,,,,,
12/14/2017,265.66,10.49,0.064989274,,,,,
12/15/2017,266.51,9.42,0.066073037,,,,,
12/18/2017,268.2,9.53,0.065177034,,,,,
12/19/2017,267.17,10.03,0.067861334,,,,,
12/20/2017,267.03,9.72,0.066194611,,,,,
12/21/2017,267.58,9.62,0.065655171,,,,,
12/22/2017,267.51,9.9,0.066062415,,,,,
12/26/2017,267.19,10.25,0.066365544,,,,,
12/27/2017,267.32,10.47,0.058599111,,,,,
12/28/2017,267.87,10.18,0.058411057,,,,,
12/29/2017,266.86,11.04,0.056326249,,,,,
1/2/2018,268.77,9.77,0.061857173,,,,,
1/3/2018,270.47,9.15,0.064171003,,,,,
1/4/2018,271.61,9.22,0.061826135,,,,,
1/5/2018,273.42,9.22,0.064097593,,,,,
1/8/2018,273.92,9.52,0.064045251,,,,,
1/9/2018,274.54,10.08,0.06277642,,,,,
1/10/2018,274.12,9.82,0.0634145,,,,,
1/11/2018,276.12,9.88,0.066235095,,,,,
1/12/2018,277.92,10.16,0.067726632,,,,,
1/16/2018,276.97,11.66,0.06707215,,,,,
1/17/2018,279.61,11.91,0.067669057,,,,,
1/18/2018,279.14,12.23,0.06804777,,,,,
1/19/2018,280.41,11.27,0.065646332,,,,,
1/22/2018,282.69,11.03,0.067489235,,,,,
1/23/2018,283.29,11.1,0.067462275,,,,,
1/24/2018,283.18,11.47,0.067528683,,,,,
1/25/2018,283.3,11.58,0.06651773,,,,,
1/26/2018,286.58,11.08,0.073130603,,,,,
1/29/2018,284.68,13.84,0.08147359,,,,,
1/30/2018,281.76,14.79,0.09106204,,,,,
1/31/2018,281.9,13.54,0.08891542,,,,,
2/1/2018,281.58,13.47,0.08816112,,,,,
2/2/2018,275.45,17.31,0.120121422,,,,,
2/5/2018,263.93,37.32,0.188248743,,,,,
2/6/2018,269.13,29.98,0.199931413,,,,,
2/7/2018,267.67,27.73,0.200266893,,,,,
2/8/2018,257.63,33.46,0.238190552,,,,,
2/9/2018,261.5,29.06,0.244192928,,,,,
2/12/2018,265.34,25.61,0.249117987,,,,,
2/13/2018,266,24.97,0.249660729,,,,,
2/14/2018,269.59,19.26,0.252456986,,,,,
2/15/2018,273.03,19.13,0.257193762,,,,,
2/16/2018,273.11,19.46,0.256455976,,,,,
2/20/2018,271.4,20.6,0.254475724,,,,,
2/21/2018,270.05,20.02,0.254272473,,,,,
2/22/2018,270.4,18.72,0.254474738,,,,,
2/23/2018,274.71,16.49,0.26255838,,,,,
2/26/2018,277.9,15.8,0.262501772,,,,,
2/27/2018,274.43,18.59,0.264921661,,,,,
2/28/2018,271.65,19.85,0.265012161,,,,,
3/1/2018,267.7,22.47,0.267931774,,,,,
3/2/2018,269.08,19.59,0.26922689,,,,,
3/5/2018,272.19,18.73,0.263343548,,,,,
3/6/2018,272.88,18.36,0.215924347,,,,,
3/7/2018,272.78,17.76,0.207657826,,,,,
3/8/2018,274.1,16.54,0.206948111,,,,,
3/9/2018,278.87,14.64,0.156480261,,,,,
3/12/2018,278.52,15.78,0.151806139,,,,,
3/13/2018,276.72,16.35,0.149650984,,,,,
3/14/2018,275.3,17.23,0.152148459,,,,,
3/15/2018,275,16.59,0.145807915,,,,,
3/16/2018,274.2,15.8,0.139829271,,,,,
3/19/2018,270.49,19.02,0.149152294,,,,,
3/20/2018,270.95,18.2,0.147811051,,,,,
3/21/2018,270.43,17.86,0.146555301,,,,,
3/22/2018,263.67,23.34,0.171972466,,,,,
3/23/2018,258.05,24.87,0.173319189,,,,,
3/26/2018,265.11,21.03,0.197544183,,,,,
3/27/2018,260.6,22.5,0.201410941,,,,,
3/28/2018,259.83,22.87,0.198791388,,,,,
3/29/2018,263.15,19.97,0.201511652,,,,,
4/2/2018,257.47,23.62,0.214331816,,,,,
4/3/2018,260.77,21.1,0.215676251,,,,,
4/4/2018,263.56,20.06,0.220447054,,,,,
4/5/2018,265.64,18.94,0.222412245,,,,,
4/6/2018,259.72,21.49,0.233129921,,,,,
4/9/2018,261,21.77,0.222401182,,,,,
4/10/2018,265.15,20.47,0.233288803,,,,,
4/11/2018,263.76,20.24,0.233109942,,,,,
4/12/2018,265.93,18.49,0.235550782,,,,,
4/13/2018,265.15,17.41,0.23558733,,,,,
4/16/2018,267.33,16.56,0.237857183,,,,,
4/17/2018,270.19,15.25,0.236278612,,,,,
4/18/2018,270.39,15.6,0.236235241,,,,,
4/19/2018,268.89,15.96,0.2370274,,,,,
4/20/2018,266.61,16.88,0.220621562,,,,,
4/23/2018,266.57,16.34,0.205478221,,,,,
4/24/2018,262.98,18.02,0.188384903,,,,,
4/25/2018,263.63,17.84,0.177562336,,,,,
4/26/2018,266.31,16.24,0.180387329,,,,,
4/27/2018,266.56,15.41,0.174213753,,,,,
4/30/2018,264.51,15.93,0.155763135,,,,,
5/1/2018,264.98,15.49,0.150069368,,,,,
5/2/2018,263.2,15.97,0.146983219,,,,,
5/3/2018,262.62,15.9,0.144776427,,,,,
5/4/2018,266.02,14.77,0.128467587,,,,,
5/7/2018,266.92,14.75,0.1284957,,,,,
5/8/2018,266.92,14.71,0.114591281,,,,,
5/9/2018,269.5,13.42,0.117014131,,,,,
5/10/2018,272.02,13.23,0.117989399,,,,,
5/11/2018,272.85,12.65,0.117041567,,,,,
5/14/2018,272.98,12.93,0.11428781,,,,,
5/15/2018,271.1,14.63,0.111500813,,,,,
5/16/2018,272.24,13.42,0.112361143,,,,,
5/17/2018,272.01,13.43,0.110218787,,,,,
5/18/2018,271.33,13.42,0.105682142,,,,,
5/21/2018,273.37,13.08,0.108156625,,,,,
5/22/2018,272.61,13.22,0.095196634,,,,,
5/23/2018,273.36,12.58,0.095356094,,,,,
5/24/2018,272.8,12.53,0.090464685,,,,,
5/25/2018,272.15,13.22,0.091314837,,,,,
5/29/2018,269.02,17.02,0.096448431,,,,,
5/30/2018,272.61,14.94,0.105214215,,,,,
5/31/2018,270.94,15.43,0.10486986,,,,,
6/1/2018,273.6,13.46,0.109165749,,,,,
6/4/2018,274.9,12.74,0.101970617,,,,,
6/5/2018,275.1,12.4,0.10176044,,,,,
6/6/2018,277.4,11.64,0.104604048,,,,,
6/7/2018,277.37,12.13,0.100740651,,,,,
6/8/2018,278.19,12.18,0.096493471,,,,,
6/11/2018,278.56,12.35,0.09646106,,,,,
6/12/2018,278.92,12.34,0.09649519,,,,,
6/13/2018,278.03,12.94,0.093925377,,,,,
6/14/2018,278.73,12.12,0.093448743,,,,,
6/15/2018,277.13,11.98,0.093495413,,,,,
6/18/2018,276.56,12.31,0.093244432,,,,,
6/19/2018,275.5,13.35,0.091867519,,,,,
6/20/2018,275.97,12.79,0.090891379,,,,,
6/21/2018,274.24,14.64,0.093792552,,,,,
6/22/2018,274.74,13.77,0.093520354,,,,,
6/25/2018,271,17.33,0.106015017,,,,,
6/26/2018,271.6,15.92,0.097082951,,,,,
6/27/2018,269.35,17.91,0.091241646,,,,,
6/28/2018,270.89,16.85,0.090778786,,,,,
6/29/2018,271.28,16.09,0.081721643,,,,,
7/2/2018,271.86,15.6,0.080778183,,,,,
7/3/2018,270.9,16.14,0.082272047,,,,,
7/5/2018,273.11,14.97,0.082351445,,,,,
7/6/2018,275.42,13.37,0.088476223,,,,,
7/9/2018,277.9,12.69,0.093466538,,,,,
7/10/2018,278.9,12.64,0.094181003,,,,,
7/11/2018,276.86,13.63,0.097463675,,,,,
7/12/2018,279.37,12.58,0.101307903,,,,,
7/13/2018,279.59,12.18,0.101055284,,,,,
7/16/2018,279.34,12.83,0.101057277,,,,,
7/17/2018,280.47,12.06,0.101389306,,,,,
7/18/2018,281.06,12.1,0.09996618,,,,,
7/19/2018,280,12.87,0.10142036,,,,,
7/20/2018,279.68,12.86,0.098215793,,,,,
7/23/2018,280.2,12.62,0.098212908,,,,,
7/24/2018,281.61,12.41,0.082185584,,,,,
7/25/2018,284.01,12.29,0.086099263,,,,,
7/26/2018,283.34,12.14,0.078762755,,,,,
7/27/2018,281.42,13.03,0.083708257,,,,,
7/30/2018,279.95,14.26,0.087937585,,,,,
7/31/2018,281.33,12.83,0.088589905,,,,,
8/1/2018,280.86,13.15,0.085782293,,,,,
8/2/2018,282.39,12.19,0.08285452,,,,,
8/3/2018,283.6,11.64,0.079714149,,,,,
8/6/2018,284.64,11.27,0.07531806,,,,,
8/7/2018,285.58,10.93,0.075091641,,,,,
8/8/2018,285.46,10.85,0.068789622,,,,,
8/9/2018,285.07,11.27,0.063873901,,,,,
8/10/2018,283.16,13.16,0.070039355,,,,,
8/13/2018,282.1,14.78,0.071721806,,,,,
8/14/2018,283.9,13.31,0.073788475,,,,,
8/15/2018,281.78,14.64,0.078919229,,,,,
8/16/2018,284.06,13.45,0.082099281,,,,,
8/17/2018,285.06,12.64,0.082392982,,,,,
8/20/2018,285.67,12.49,0.08251164,,,,,
8/21/2018,286.34,12.86,0.08137223,,,,,
8/22/2018,286.17,12.25,0.075212536,,,,,
8/23/2018,285.79,12.41,0.074575626,,,,,
8/24/2018,287.51,11.99,0.072610594,,,,,
8/27/2018,289.78,12.16,0.071699405,,,,,
8/28/2018,289.92,12.5,0.070815048,,,,,
8/29/2018,291.48,12.25,0.071730615,,,,,
8/30/2018,290.3,13.53,0.073924156,,,,,
8/31/2018,290.31,12.86,0.07294629,,,,,
9/4/2018,289.81,13.16,0.072950215,,,,,
9/5/2018,289.03,13.91,0.073627601,,,,,
9/6/2018,288.16,14.65,0.07508339,,,,,
9/7/2018,287.6,14.88,0.075379077,,,,,
9/10/2018,288.1,14.16,0.070189502,,,,,
9/11/2018,289.05,13.22,0.068554298,,,,,
9/12/2018,289.12,13.14,0.065743442,,,,,
9/13/2018,290.83,12.37,0.059335065,,,,,
9/14/2018,290.88,12.07,0.054375667,,,,,
9/17/2018,289.34,13.68,0.058606079,,,,,
9/18/2018,290.91,12.79,0.060662893,,,,,
9/19/2018,291.22,11.75,0.060510525,,,,,
9/20/2018,293.58,11.8,0.065251834,,,,,
9/21/2018,291.99,11.68,0.0646409,,,,,
9/24/2018,291.02,12.2,0.064000827,,,,,
9/25/2018,290.75,12.42,0.058910458,,,,,
9/26/2018,289.88,12.89,0.060297307,,,,,
9/27/2018,290.69,12.41,0.057550502,,,,,
9/28/2018,290.72,12.12,0.055119084,,,,,
10/1/2018,291.73,12,0.056431063,,,,,
10/2/2018,291.56,12.05,0.055998142,,,,,
10/3/2018,291.72,11.61,0.054651156,,,,,
10/4/2018,289.44,14.22,0.061304661,,,,,
10/5/2018,287.82,14.82,0.064247771,,,,,
10/8/2018,287.82,15.69,0.063982323,,,,,
10/9/2018,287.4,15.95,0.062734768,,,,,
10/10/2018,278.3,22.96,0.131978093,,,,,
10/11/2018,272.17,24.73,0.144895068,,,,,
10/12/2018,275.95,21.31,0.157094816,,,,,
10/15/2018,274.4,21.3,0.15718957,,,,,
10/16/2018,280.4,17.62,0.176940038,,,,,
10/17/2018,280.45,17.4,0.176699525,,,,,
10/18/2018,276.4,20.06,0.178448784,,,,,
10/19/2018,276.25,19.89,0.1784501,,,,,
10/22/2018,275.01,19.64,0.178514762,,,,,
10/23/2018,273.61,20.71,0.178666719,,,,,
10/24/2018,265.32,25.23,0.204192087,,,,,
10/25/2018,270.08,24.22,0.218817332,,,,,
10/26/2018,265.33,24.16,0.223616129,,,,,
10/29/2018,263.86,24.7,0.221626012,,,,,
10/30/2018,267.77,23.35,0.233079688,,,,,
10/31/2018,270.63,21.23,0.238618625,,,,,
11/1/2018,273.51,19.34,0.243160417,,,,,
11/2/2018,271.89,19.51,0.243296327,,,,,
11/5/2018,273.39,19.96,0.245001209,,,,,
11/6/2018,275.12,19.91,0.246951334,,,,,
11/7/2018,281.01,16.36,0.231725376,,,,,
11/8/2018,280.5,16.72,0.218311701,,,,,
11/9/2018,277.76,17.36,0.216053106,,,,,
11/12/2018,272.57,20.45,0.226632158,,,,,
11/13/2018,272.06,20.02,0.211420198,,,,,
11/14/2018,270.2,21.25,0.212439606,,,,,
11/15/2018,273.02,19.98,0.211411265,,,,,
11/16/2018,273.73,18.14,0.21165162,,,,,
11/19/2018,269.1,20.1,0.219007623,,,,,
11/20/2018,264.12,22.48,0.226836552,,,,,
11/21/2018,265.02,20.8,0.199355438,,,,,
11/23/2018,263.25,21.52,0.187785781,,,,,
11/26/2018,267.5,18.9,0.186811843,,,,,
11/27/2018,268.4,19.02,0.185245345,,,,,
11/28/2018,274.58,18.49,0.194586005,,,,,
11/29/2018,273.98,18.79,0.191489309,,,,,
11/30/2018,275.65,18.07,0.190023905,,,,,
12/3/2018,279.3,16.44,0.191766017,,,,,
12/4/2018,270.25,20.74,0.224934186,,,,,
12/6/2018,269.84,21.19,0.223474732,,,,,
12/7/2018,263.57,23.23,0.220671623,,,,,
12/10/2018,264.07,22.64,0.221374593,,,,,
12/11/2018,264.13,21.76,0.220318105,,,,,
12/12/2018,265.46,21.46,0.212305782,,,,,
12/13/2018,265.37,20.65,0.212340873,,,,,
12/14/2018,260.47,21.63,0.220662299,,,,,
12/17/2018,255.36,24.52,0.225294385,,,,,
12/18/2018,255.08,25.58,0.224715014,,,,,
12/19/2018,251.26,25.58,0.223788975,,,,,
12/20/2018,247.17,28.38,0.221865159,,,,,
12/21/2018,240.7,30.11,0.228634456,,,,,
12/24/2018,234.34,36.07,0.242321948,,,,,
12/26/2018,246.18,30.41,0.303916516,,,,,
12/27/2018,248.07,29.96,0.30612996,,,,,
12/28/2018,247.75,28.34,0.28993309,,,,,
12/31/2018,249.92,25.42,0.293649885,,,,,
1/2/2019,250.18,23.22,0.290782128,,,,,
1/3/2019,244.21,25.45,0.29310916,,,,,
1/4/2019,252.39,21.38,0.309787439,,,,,
1/7/2019,254.38,21.4,0.311812336,,,,,
1/8/2019,256.77,20.47,0.304660552,,,,,
1/9/2019,257.97,19.98,0.305049214,,,,,
1/10/2019,258.88,19.5,0.305641081,,,,,
1/11/2019,258.98,18.19,0.304826535,,,,,
1/14/2019,257.4,19.07,0.305207384,,,,,
1/15/2019,260.35,18.6,0.300239081,,,,,
1/16/2019,260.98,19.04,0.289673819,,,,,
1/17/2019,262.96,18.06,0.290406392,,,,,
1/18/2019,266.46,17.8,0.285519232,,,,,
1/22/2019,262.86,20.8,0.284141233,,,,,
1/23/2019,263.41,19.52,0.269773289,,,,,
1/24/2019,263.55,18.89,0.243070797,,,,,
1/25/2019,265.78,17.42,0.181113296,,,,,
1/28/2019,263.76,18.87,0.184850744,,,,,
1/29/2019,263.41,19.13,0.184919016,,,,,
1/30/2019,267.58,17.66,0.189303508,,,,,
1/31/2019,269.93,16.57,0.189978927,,,,,
2/1/2019,270.06,16.14,0.157963023,,,,,
2/4/2019,271.96,15.73,0.114611533,,,,,
2/5/2019,273.1,15.57,0.114020287,,,,,
2/6/2019,272.74,15.38,0.113401249,,,,,
2/7/2019,270.14,16.37,0.121434168,,,,,
2/8/2019,270.47,15.72,0.121277115,,,,,
2/11/2019,270.62,15.97,0.121102306,,,,,
2/12/2019,274.1,15.43,0.123449887,,,,,
2/13/2019,274.99,15.65,0.120106568,,,,,
2/14/2019,274.38,16.22,0.121596462,,,,,
2/15/2019,277.37,14.91,0.123976941,,,,,
2/19/2019,277.85,14.88,0.117534883,,,,,
2/20/2019,278.41,14.02,0.100856359,,,,,
2/21/2019,277.42,14.46,0.103345344,,,,,
2/22/2019,279.14,13.51,0.104136032,,,,,
2/25/2019,279.52,14.85,0.102034649,,,,,
2/26/2019,279.32,15.17,0.095473348,,,,,
2/27/2019,279.2,14.7,0.094990092,,,,,
2/28/2019,278.68,14.78,0.084119565,,,,,
3/1/2019,280.42,13.57,0.082526242,,,,,
3/4/2019,279.4,14.63,0.084944336,,,,,
3/5/2019,279.02,14.74,0.083152136,,,,,
3/6/2019,277.33,15.74,0.086343564,,,,,
3/7/2019,275.01,16.59,0.091325444,,,,,
3/8/2019,274.46,16.05,0.08450524,,,,,
3/11/2019,278.44,14.33,0.097984229,,,,,
3/12/2019,279.49,13.77,0.098100374,,,,,
3/13/2019,281.34,13.41,0.090962562,,,,,
3/14/2019,281.16,13.5,0.09098097,,,,,
3/15/2019,281.31,12.88,0.090939347,,,,,
3/18/2019,282.33,13.1,0.084343155,,,,,
3/19/2019,282.4,13.56,0.084422925,,,,,
3/20/2019,281.55,13.91,0.085470014,,,,,
3/21/2019,284.73,13.63,0.091055077,,,,,
3/22/2019,279.25,16.48,0.114288341,,,,,
3/25/2019,279.04,16.33,0.114269182,,,,,
3/26/2019,281.12,14.68,0.116951093,,,,,
3/27/2019,279.65,15.15,0.118317328,,,,,
3/28/2019,280.71,14.43,0.118290792,,,,,
3/29/2019,282.48,13.71,0.118178072,,,,,
4/1/2019,285.83,13.4,0.123081237,,,,,
4/2/2019,285.97,13.36,0.12284213,,,,,
4/3/2019,286.42,13.74,0.119225274,,,,,
4/4/2019,287.18,13.58,0.113271845,,,,,
4/5/2019,288.57,12.82,0.112267153,,,,,
4/8/2019,288.79,13.18,0.103015245,,,,,
4/9/2019,287.31,14.28,0.106817601,,,,,
4/10/2019,288.29,13.3,0.105189161,,,,,
4/11/2019,288.21,13.02,0.104981502,,,,,
4/12/2019,290.16,12.01,0.105867063,,,,,
4/15/2019,289.97,12.32,0.105789906,,,,,
4/16/2019,290.16,12.18,0.105700447,,,,,
4/17/2019,289.45,12.6,0.105367936,,,,,
4/18/2019,290.02,12.09,0.099243498,,,,,
4/22/2019,290.27,12.42,0.065962636,,,,,
4/23/2019,292.88,12.28,0.069507222,,,,,
4/24/2019,292.23,13.14,0.068866039,,,,,
4/25/2019,292.05,13.25,0.065039603,,,,,
4/26/2019,293.41,12.73,0.065483187,,,,,
4/29/2019,293.87,13.11,0.063300203,,,,,
4/30/2019,294.02,13.12,0.051974544,,,,,
5/1/2019,291.81,14.8,0.060674412,,,,,
5/2/2019,291.18,14.42,0.061475952,,,,,
5/3/2019,294.03,12.87,0.069005653,,,,,
