date,spy,vix,sp20vol,,,,,
1/28/2015,200.14,20.44,0.163204891,,,,,
1/29/2015,201.99,18.76,0.167908302,,,,,
1/30/2015,199.45,20.97,0.170054236,,,,,
2/2/2015,201.92,19.43,0.177664836,,,,,
2/3/2015,204.84,17.33,0.173008507,,,,,
2/4/2015,204.06,18.33,0.170291188,,,,,
2/5/2015,206.12,16.85,0.169247932,,,,,
2/6/2015,205.55,17.29,0.157453556,,,,,
2/9/2015,204.63,18.55,0.155227028,,,,,
2/10/2015,206.81,17.23,0.156392058,,,,,
2/11/2015,206.93,16.96,0.155872593,,,,,
2/12/2015,208.92,15.34,0.156359564,,,,,
2/13/2015,209.78,14.69,0.150777915,,,,,
2/17/2015,210.11,15.8,0.145257713,,,,,
2/18/2015,210.13,15.45,0.145485922,,,,,
2/19/2015,209.98,15.29,0.145450689,,,,,
2/20/2015,211.24,14.3,0.137475402,,,,,
2/23/2015,211.21,14.56,0.135360264,,,,,
2/24/2015,211.81,13.69,0.135383261,,,,,
2/25/2015,211.63,13.84,0.123988157,,,,,
2/26/2015,211.38,13.91,0.110597305,,,,,
2/27/2015,210.66,13.34,0.109188686,,,,,
3/2/2015,211.99,13.04,0.094355171,,,,,
3/3/2015,211.12,13.86,0.09020198,,,,,
3/4/2015,210.23,14.23,0.080323506,,,,,
3/5/2015,210.46,14.04,0.077813563,,,,,
3/6/2015,207.5,15.2,0.088648581,,,,,
3/9/2015,208.36,15.06,0.088486265,,,,,
3/10/2015,204.98,16.69,0.1072356,,,,,
3/11/2015,204.5,16.87,0.099587711,,,,,
3/12/2015,207.1,15.42,0.11019459,,,,,
3/13/2015,205.83,16,0.105916412,,,,,
3/16/2015,208.58,15.61,0.11651233,,,,,
3/17/2015,207.96,15.66,0.116728162,,,,,
3/18/2015,210.46,13.97,0.125218237,,,,,
3/19/2015,209.5,14.07,0.126382232,,,,,
3/20/2015,210.41,13.02,0.128682292,,,,,
3/23/2015,210,13.41,0.128826055,,,,,
3/24/2015,208.82,13.62,0.130079447,,,,,
3/25/2015,205.76,15.44,0.139288101,,,,,
3/26/2015,205.27,15.8,0.139346169,,,,,
3/27/2015,205.74,15.07,0.139774131,,,,,
3/30/2015,208.25,14.51,0.145477161,,,,,
3/31/2015,206.43,15.29,0.14773406,,,,,
4/1/2015,205.7,15.11,0.147609644,,,,,
4/2/2015,206.44,14.67,0.148278493,,,,,
4/6/2015,207.83,14.74,0.14157161,,,,,
4/7/2015,207.28,14.78,0.141104834,,,,,
4/8/2015,207.97,13.98,0.126308312,,,,,
4/9/2015,208.9,13.09,0.126418977,,,,,
4/10/2015,210.04,12.58,0.120193163,,,,,
4/13/2015,209.09,13.94,0.119157178,,,,,
4/14/2015,209.49,13.67,0.109618751,,,,,
4/15/2015,210.43,12.84,0.10995519,,,,,
4/16/2015,210.37,12.6,0.101488888,,,,,
4/17/2015,207.95,13.89,0.108074859,,,,,
4/20/2015,209.85,13.3,0.108328099,,,,,
4/21/2015,209.6,13.25,0.108280729,,,,,
4/22/2015,210.63,12.71,0.107370525,,,,,
4/23/2015,211.16,12.48,0.091735538,,,,,
4/24/2015,211.65,12.29,0.090767937,,,,,
4/27/2015,210.77,13.12,0.092850812,,,,,
4/28/2015,211.44,12.41,0.083488421,,,,,
4/29/2015,210.57,13.39,0.077588471,,,,,
4/30/2015,208.46,14.55,0.085448636,,,,,
5/1/2015,210.72,12.7,0.092506919,,,,,
5/4/2015,211.32,12.85,0.090454172,,,,,
5/5/2015,208.9,14.31,0.100668406,,,,,
5/6/2015,208.04,15.15,0.101644131,,,,,
5/7/2015,208.87,15.13,0.101272763,,,,,
5/8/2015,211.62,12.86,0.110754367,,,,,
5/11/2015,210.6,13.85,0.111069139,,,,,
5/12/2015,209.98,13.86,0.111547181,,,,,
5/13/2015,210.02,13.76,0.109943003,,,,,
5/14/2015,212.21,12.74,0.116551955,,,,,
5/15/2015,212.44,12.38,0.108018999,,,,,
5/18/2015,213.1,12.73,0.103926192,,,,,
5/19/2015,213.03,12.85,0.103735355,,,,,
5/20/2015,212.88,12.88,0.102585934,,,,,
5/21/2015,213.5,12.11,0.102581045,,,,,
5/22/2015,212.99,12.13,0.102766418,,,,,
5/26/2015,210.7,14.06,0.108378959,,,,,
5/27/2015,212.7,13.27,0.112897844,,,,,
5/28/2015,212.46,13.31,0.112082646,,,,,
5/29/2015,211.14,13.84,0.10810153,,,,,
6/1/2015,211.57,13.97,0.101170839,,,,,
6/2/2015,211.36,14.24,0.100670485,,,,,
6/3/2015,211.92,13.66,0.090786744,,,,,
6/4/2015,210.13,14.71,0.094974127,,,,,
6/5/2015,209.77,14.21,0.094312419,,,,,
6/8/2015,208.48,15.29,0.082795628,,,,,
6/9/2015,208.45,14.47,0.081363637,,,,,
6/10/2015,210.95,13.22,0.092267207,,,,,
6/11/2015,211.63,12.85,0.092415466,,,,,
6/12/2015,210.01,13.78,0.086964299,,,,,
6/15/2015,209.11,15.39,0.087918114,,,,,
6/16/2015,210.25,14.81,0.089966046,,,,,
6/17/2015,210.59,14.5,0.09049268,,,,,
6/18/2015,212.78,13.19,0.097887224,,,,,
6/19/2015,210.81,13.96,0.099123183,,,,,
6/22/2015,211.89,12.74,0.101539714,,,,,
6/23/2015,212.04,12.11,0.094078235,,,,,
6/24/2015,210.5,13.26,0.092130593,,,,,
6/25/2015,209.86,14.01,0.092557505,,,,,
6/26/2015,209.82,14.02,0.089901955,,,,,
6/29/2015,205.42,18.85,0.115656063,,,,,
6/30/2015,205.85,18.23,0.116495973,,,,,
7/1/2015,207.5,16.09,0.119471591,,,,,
7/2/2015,207.31,16.790001,0.11588555,,,,,
7/6/2015,206.72,17.01,0.116482829,,,,,
7/7/2015,208.02,16.09,0.116542703,,,,,
7/8/2015,204.53,19.66,0.130762176,,,,,
7/9/2015,204.9,19.969999,0.122383993,,,,,
7/10/2015,207.48,16.83,0.131296393,,,,,
7/13/2015,209.77,13.9,0.13546592,,,,,
7/14/2015,210.68,13.37,0.135041158,,,,,
7/15/2015,210.61,13.23,0.133761318,,,,,
7/16/2015,212.3,12.11,0.136455775,,,,,
7/17/2015,212.48,11.95,0.132001726,,,,,
7/20/2015,212.59,12.25,0.130418605,,,,,
7/21/2015,211.75,12.22,0.129666936,,,,,
7/22/2015,211.37,12.12,0.129897565,,,,,
7/23/2015,210.18,12.64,0.128805245,,,,,
7/24/2015,208,13.74,0.133897247,,,,,
7/27/2015,206.79,15.6,0.135192577,,,,,
7/28/2015,209.33,13.44,0.120370958,,,,,
7/29/2015,210.77,12.5,0.122400913,,,,,
7/30/2015,210.82,12.13,0.120487556,,,,,
7/31/2015,210.5,12.12,0.120922064,,,,,
8/3/2015,209.79,12.56,0.120434882,,,,,
8/4/2015,209.38,13,0.119149501,,,,,
8/5/2015,210.07,12.51,0.101111561,,,,,
8/6/2015,208.35,13.77,0.105982669,,,,,
8/7/2015,207.95,13.39,0.097430527,,,,,
8/10/2015,210.57,12.23,0.100202045,,,,,
8/11/2015,208.67,13.71,0.104432777,,,,,
8/12/2015,208.92,13.61,0.104569241,,,,,
8/13/2015,208.66,13.49,0.099633029,,,,,
8/14/2015,209.42,12.83,0.100891951,,,,,
8/17/2015,210.59,13.02,0.103024993,,,,,
8/18/2015,209.98,13.79,0.102413626,,,,,
8/19/2015,208.32,15.25,0.105899523,,,,,
8/20/2015,203.97,19.139999,0.127304424,,,,,
8/21/2015,197.83,28.030001,0.164204255,,,,,
8/24/2015,189.5,40.74,0.209824571,,,,,
8/25/2015,187.27,36.02,0.202503404,,,,,
8/26/2015,194.46,30.32,0.254079653,,,,,
8/27/2015,199.27,26.1,0.273103764,,,,,
8/28/2015,199.28,26.05,0.27337017,,,,,
8/31/2015,197.67,28.43,0.274125999,,,,,
9/1/2015,191.77,31.4,0.289911977,,,,,
9/2/2015,195.41,26.09,0.299903805,,,,,
9/3/2015,195.55,25.61,0.299918393,,,,,
9/4/2015,192.59,27.8,0.303032159,,,,,
9/8/2015,197.43,24.9,0.314820908,,,,,
9/9/2015,194.79,26.23,0.316371708,,,,,
9/10/2015,195.85,24.370001,0.31751993,,,,,
9/11/2015,196.74,23.200001,0.318620318,,,,,
9/14/2015,196.01,24.25,0.317639266,,,,,
9/15/2015,198.46,22.540001,0.321453702,,,,,
9/16/2015,200.18,21.35,0.32406371,,,,,
9/17/2015,199.73,21.14,0.323301227,,,,,
9/18/2015,195.45,22.280001,0.319889797,,,,,
9/21/2015,196.46,20.139999,0.299937359,,,,,
9/22/2015,193.91,22.440001,0.266147022,,,,,
9/23/2015,193.6,22.129999,0.260660408,,,,,
9/24/2015,192.9,23.469999,0.221226538,,,,,
9/25/2015,192.85,23.620001,0.20156244,,,,,
9/28/2015,188.01,27.63,0.218984616,,,,,
9/29/2015,188.12,26.83,0.218315075,,,,,
9/30/2015,191.63,24.5,0.205291535,,,,,
10/1/2015,192.13,22.55,0.194127696,,,,,
10/2/2015,195,20.94,0.201175446,,,,,
10/5/2015,198.47,19.54,0.2024072,,,,,
10/6/2015,197.79,19.4,0.183277474,,,,,
10/7/2015,199.41,18.4,0.177128719,,,,,
10/8/2015,201.21,17.42,0.178589636,,,,,
10/9/2015,201.33,17.08,0.178282937,,,,,
10/12/2015,201.52,16.17,0.177099001,,,,,
10/13/2015,200.25,17.67,0.174412768,,,,,
10/14/2015,199.29,18.030001,0.172741628,,,,,
10/15/2015,202.35,16.049999,0.18017728,,,,,
10/16/2015,203.27,15.05,0.168805395,,,,,
10/19/2015,203.37,14.98,0.168606642,,,,,
10/20/2015,203.11,15.75,0.160828489,,,,,
10/21/2015,201.85,16.7,0.162720293,,,,,
10/22/2015,205.26,14.45,0.169197493,,,,,
10/23/2015,207.51,14.46,0.170916402,,,,,
10/26/2015,207,15.29,0.133597593,,,,,
10/27/2015,206.6,15.43,0.135614861,,,,,
10/28/2015,208.95,14.33,0.127602818,,,,,
10/29/2015,208.83,14.61,0.128473107,,,,,
10/30/2015,207.93,15.07,0.126357007,,,,,
11/2/2015,210.39,14.15,0.117976974,,,,,
11/3/2015,211,14.54,0.115480273,,,,,
11/4/2015,210.36,15.51,0.116370672,,,,,
11/5/2015,210.15,15.05,0.114697988,,,,,
11/6/2015,210.04,14.33,0.114935231,,,,,
11/9/2015,208.08,16.52,0.122465718,,,,,
11/10/2015,208.56,15.29,0.118438611,,,,,
11/11/2015,207.74,16.06,0.117443226,,,,,
11/12/2015,204.84,18.37,0.12021338,,,,,
11/13/2015,202.54,20.08,0.126150065,,,,,
11/16/2015,205.62,18.16,0.137118397,,,,,
11/17/2015,205.47,18.84,0.137103414,,,,,
11/18/2015,208.73,16.85,0.145566204,,,,,
11/19/2015,208.55,16.99,0.134505174,,,,,
11/20/2015,209.31,15.47,0.129520599,,,,,
11/23/2015,209.07,15.62,0.129384455,,,,,
11/24/2015,209.35,15.93,0.128933623,,,,,
11/25/2015,209.32,15.19,0.121891011,,,,,
11/27/2015,209.56,15.12,0.121897063,,,,,
11/30/2015,208.69,16.129999,0.121809302,,,,,
12/1/2015,210.68,14.67,0.120338248,,,,,
12/2/2015,208.53,15.91,0.125932111,,,,,
12/3/2015,205.61,18.110001,0.134742744,,,,,
12/4/2015,209.62,14.81,0.155320177,,,,,
12/7/2015,208.35,15.84,0.157209424,,,,,
12/8/2015,206.95,17.6,0.155013178,,,,,
12/9/2015,205.34,19.610001,0.157031016,,,,,
12/10/2015,205.87,19.34,0.15710219,,,,,
12/11/2015,201.88,24.389999,0.16430511,,,,,
12/14/2015,202.9,22.73,0.160593107,,,,,
12/15/2015,205.03,20.950001,0.155980848,,,,,
12/16/2015,208.03,17.860001,0.16436241,,,,,
12/17/2015,204.86,18.940001,0.162485379,,,,,
12/18/2015,200.02,20.700001,0.173137594,,,,,
12/21/2015,201.67,18.700001,0.175399389,,,,,
12/22/2015,203.5,16.6,0.179260066,,,,,
12/23/2015,206.02,15.57,0.185475471,,,,,
12/24/2015,205.68,15.74,0.185506353,,,,,
12/28/2015,205.21,16.91,0.185529433,,,,,
12/29/2015,207.4,16.08,0.1891597,,,,,
12/30/2015,205.93,17.290001,0.186428211,,,,,
12/31/2015,203.87,18.209999,0.185369804,,,,,
1/4/2016,201.02,20.700001,0.186300441,,,,,
1/5/2016,201.36,19.34,0.1689141,,,,,
1/6/2016,198.82,20.59,0.17278026,,,,,
1/7/2016,194.05,24.99,0.188680364,,,,,
1/8/2016,191.92,27.01,0.190042514,,,,,
1/11/2016,192.11,24.299999,0.189585436,,,,,
1/12/2016,193.66,22.469999,0.183134554,,,,,
1/13/2016,188.83,25.219999,0.198745904,,,,,
1/14/2016,191.93,23.950001,0.205443116,,,,,
1/15/2016,187.81,27.02,0.204641729,,,,,
1/19/2016,188.06,26.05,0.201738987,,,,,
1/20/2016,185.65,27.59,0.197321386,,,,,
1/21/2016,186.69,26.690001,0.195532724,,,,,
1/22/2016,190.52,22.34,0.209135572,,,,,
1/25/2016,187.64,24.15,0.204909001,,,,,
1/26/2016,190.2,22.5,0.215383602,,,,,
1/27/2016,188.13,23.110001,0.216678371,,,,,
1/28/2016,189.11,22.42,0.212734168,,,,,
1/29/2016,193.72,20.200001,0.236411212,,,,,
2/1/2016,193.65,19.98,0.235308873,,,,,
2/2/2016,190.16,21.98,0.238087871,,,,,
2/3/2016,191.3,21.65,0.239101155,,,,,
2/4/2016,191.6,21.84,0.236142832,,,,,
2/5/2016,187.95,23.379999,0.230381877,,,,,
2/8/2016,185.42,26,0.23244665,,,,,
2/9/2016,185.43,26.54,0.232286813,,,,,
2/10/2016,185.27,26.29,0.229626835,,,,,
2/11/2016,182.86,28.139999,0.217020256,,,,,
2/12/2016,186.63,25.4,0.220373472,,,,,
2/16/2016,189.78,24.110001,0.215549915,,,,,
2/17/2016,192.88,22.309999,0.22289864,,,,,
2/18/2016,192.09,21.639999,0.218828279,,,,,
2/19/2016,192,20.530001,0.21848779,,,,,
2/22/2016,194.78,19.379999,0.212701166,,,,,
2/23/2016,192.32,20.98,0.2096593,,,,,
2/24/2016,193.2,20.719999,0.204507979,,,,,
2/25/2016,195.54,19.11,0.20295425,,,,,
2/26/2016,195.09,19.809999,0.202885571,,,,,
2/29/2016,193.56,20.549999,0.185739971,,,,,
3/1/2016,198.11,17.700001,0.204334257,,,,,
3/2/2016,199,17.09,0.19057563,,,,,
3/3/2016,199.78,16.700001,0.190360686,,,,,
3/4/2016,200.43,16.860001,0.190389299,,,,,
3/7/2016,200.59,17.35,0.174166809,,,,,
3/8/2016,198.4,18.67,0.170586784,,,,,
3/9/2016,199.38,18.34,0.170011413,,,,,
3/10/2016,199.54,18.049999,0.169913083,,,,,
3/11/2016,202.76,16.5,0.164640619,,,,,
3/14/2016,202.5,16.92,0.156811009,,,,,
3/15/2016,202.17,16.84,0.150868018,,,,,
3/16/2016,203.34,14.99,0.142822483,,,,,
3/17/2016,204.63,14.44,0.140823723,,,,,
3/18/2016,204.38,14.02,0.140378408,,,,,
3/21/2016,204.67,13.79,0.134276613,,,,,
3/22/2016,204.56,14.17,0.122749551,,,,,
3/23/2016,203.21,14.94,0.127312926,,,,,
3/24/2016,203.12,14.74,0.123532925,,,,,
3/28/2016,203.24,15.24,0.122787327,,,,,
3/29/2016,205.12,13.82,0.118428799,,,,,
3/30/2016,206.02,13.56,0.089879617,,,,,
3/31/2016,205.52,13.95,0.090739705,,,,,
4/1/2016,206.92,13.1,0.091979509,,,,,
4/4/2016,206.25,14.12,0.093616862,,,,,
4/5/2016,204.19,15.42,0.102562796,,,,,
4/6/2016,206.42,14.09,0.096765764,,,,,
4/7/2016,203.95,16.16,0.108258301,,,,,
4/8/2016,204.5,15.36,0.108282912,,,,,
4/11/2016,204.02,16.26,0.093584218,,,,,
4/12/2016,205.92,14.85,0.098742161,,,,,
4/13/2016,208,13.84,0.103043157,,,,,
4/14/2016,208.01,13.72,0.10207562,,,,,
4/15/2016,207.78,13.62,0.100465011,,,,,
4/18/2016,209.24,13.35,0.101705211,,,,,
4/19/2016,209.9,13.24,0.101946422,,,,,
4/20/2016,210.1,13.28,0.101667976,,,,,
4/21/2016,208.97,13.95,0.100556741,,,,,
4/22/2016,208.97,13.22,0.100471172,,,,,
4/25/2016,208.61,14.08,0.101073848,,,,,
4/26/2016,208.92,13.96,0.097106913,,,,,
4/27/2016,209.35,13.77,0.096305156,,,,,
4/28/2016,207.45,15.22,0.102282982,,,,,
4/29/2016,206.33,15.7,0.101526119,,,,,
5/2/2016,207.97,14.68,0.104626279,,,,,
5/3/2016,206.16,15.6,0.102779583,,,,,
5/4/2016,205.01,16.049999,0.097925334,,,,,
5/5/2016,204.97,15.91,0.087797621,,,,,
5/6/2016,205.72,14.72,0.087958293,,,,,
5/9/2016,205.89,14.57,0.087256236,,,,,
5/10/2016,208.45,13.63,0.091681806,,,,,
5/11/2016,206.5,14.69,0.091208165,,,,,
5/12/2016,206.56,14.41,0.091186872,,,,,
5/13/2016,204.76,15.04,0.095561308,,,,,
5/16/2016,206.78,14.68,0.09950011,,,,,
5/17/2016,204.85,15.57,0.103106928,,,,,
5/18/2016,204.91,15.95,0.102980287,,,,,
5/19/2016,204.2,16.33,0.102367673,,,,,
5/20/2016,205.49,15.2,0.105498955,,,,,
5/23/2016,205.21,15.82,0.105533869,,,,,
5/24/2016,207.87,14.42,0.117368477,,,,,
5/25/2016,209.28,13.9,0.12006258,,,,,
5/26/2016,209.34,13.43,0.115114708,,,,,
5/27/2016,210.24,13.12,0.114043349,,,,,
5/31/2016,209.84,14.19,0.111149175,,,,,
6/1/2016,210.27,14.2,0.105859049,,,,,
6/2/2016,210.91,13.63,0.102897082,,,,,
6/3/2016,210.28,13.47,0.103868177,,,,,
6/6/2016,211.35,13.65,0.104482953,,,,,
6/7/2016,211.68,14.05,0.104464729,,,,,
6/8/2016,212.37,14.08,0.096189456,,,,,
6/9/2016,212.08,14.64,0.088671219,,,,,
6/10/2016,210.07,17.030001,0.096022274,,,,,
6/13/2016,208.45,20.969999,0.095565207,,,,,
6/14/2016,208.04,20.5,0.089782277,,,,,
6/15/2016,207.75,20.139999,0.082752618,,,,,
6/16/2016,208.37,19.370001,0.083217319,,,,,
6/17/2016,206.52,19.41,0.082913319,,,,,
6/20/2016,207.85,18.370001,0.082739134,,,,,
6/21/2016,208.44,18.48,0.082301379,,,,,
6/22/2016,208.1,21.17,0.067663126,,,,,
6/23/2016,210.81,17.25,0.078962545,,,,,
6/24/2016,203.13,25.76,0.1517431,,,,,
6/27/2016,199.6,23.85,0.161437676,,,,,
6/28/2016,203.2,18.75,0.176561608,,,,,
6/29/2016,206.66,16.64,0.192850015,,,,,
6/30/2016,209.47,15.63,0.196221176,,,,,
7/1/2016,209.92,14.77,0.196048923,,,,,
7/5/2016,208.41,15.58,0.196719552,,,,,
7/6/2016,209.66,14.96,0.197715065,,,,,
7/7/2016,209.53,14.76,0.197281642,,,,,
7/8/2016,212.65,13.2,0.204863279,,,,,
7/11/2016,213.4,13.54,0.201894776,,,,,
7/12/2016,214.95,13.55,0.199918135,,,,,
7/13/2016,214.92,13.04,0.199573363,,,,,
7/14/2016,216.12,12.82,0.199398811,,,,,
7/15/2016,215.83,12.67,0.199683097,,,,,
7/18/2016,216.41,12.44,0.19869452,,,,,
7/19/2016,216.19,11.97,0.198678972,,,,,
7/20/2016,217.09,11.77,0.198832759,,,,,
7/21/2016,216.26,12.74,0.19943802,,,,,
7/22/2016,217.24,12.02,0.195158333,,,,,
7/25/2016,216.65,12.87,0.138043145,,,,,
7/26/2016,216.75,13.05,0.113779754,,,,,
7/27/2016,216.52,12.83,0.102910068,,,,,
7/28/2016,216.77,12.72,0.079983578,,,,,
7/29/2016,217.12,11.87,0.074245102,,,,,
8/1/2016,216.94,12.44,0.075012427,,,,,
8/2/2016,215.55,13.37,0.074303171,,,,,
8/3/2016,216.18,12.86,0.073236287,,,,,
8/4/2016,216.41,12.42,0.072868122,,,,,
8/5/2016,218.18,11.39,0.05876142,,,,,
8/8/2016,218.05,11.5,0.058641397,,,,,
8/9/2016,218.18,11.66,0.054214454,,,,,
8/10/2016,217.64,12.05,0.055647503,,,,,
8/11/2016,218.65,11.68,0.055085593,,,,,
8/12/2016,218.46,11.55,0.055041469,,,,,
8/15/2016,219.09,11.81,0.055244733,,,,,
8/16/2016,217.96,12.64,0.05890568,,,,,
8/17/2016,218.37,12.19,0.057376029,,,,,
8/18/2016,218.86,11.43,0.055921031,,,,,
8/19/2016,218.54,11.34,0.054190156,,,,,
8/22/2016,218.53,12.27,0.052943301,,,,,
8/23/2016,218.97,12.38,0.053254892,,,,,
8/24/2016,217.85,13.45,0.056697489,,,,,
8/25/2016,217.7,13.63,0.056708158,,,,,
8/26/2016,217.29,13.65,0.056674404,,,,,
8/29/2016,218.36,12.94,0.059516164,,,,,
8/30/2016,218,13.12,0.054924778,,,,,
8/31/2016,217.38,13.42,0.054830969,,,,,
9/1/2016,217.39,13.48,0.054835816,,,,,
9/2/2016,218.37,11.98,0.047591172,,,,,
9/6/2016,219.03,12.02,0.048665014,,,,,
9/7/2016,219.01,11.94,0.048664628,,,,,
9/8/2016,218.51,12.51,0.048196215,,,,,
9/9/2016,213.28,17.5,0.097674925,,,,,
9/12/2016,216.34,15.16,0.11302294,,,,,
9/13/2016,213.23,17.85,0.122980425,,,,,
9/14/2016,213.15,18.14,0.122068087,,,,,
9/15/2016,215.28,16.3,0.128157849,,,,,
9/16/2016,213.37,15.37,0.128071932,,,,,
9/19/2016,213.41,15.53,0.12811751,,,,,
9/20/2016,213.42,15.92,0.128193368,,,,,
9/21/2016,215.82,13.3,0.134680637,,,,,
9/22/2016,217.18,12.02,0.135657943,,,,,
9/23/2016,215.99,12.29,0.137152705,,,,,
9/26/2016,214.24,14.5,0.140344797,,,,,
9/27/2016,215.57,13.1,0.141066972,,,,,
9/28/2016,216.64,12.39,0.142372142,,,,,
9/29/2016,214.68,14.02,0.145953202,,,,,
9/30/2016,216.3,13.29,0.148965307,,,,,
10/3/2016,215.78,13.57,0.148516616,,,,,
10/4/2016,214.68,13.63,0.148798308,,,,,
10/5/2016,215.63,12.99,0.149884101,,,,,
10/6/2016,215.78,12.84,0.149794829,,,,,
10/7/2016,215.04,13.48,0.120607033,,,,,
10/10/2016,216.16,13.38,0.109873716,,,,,
10/11/2016,213.43,15.36,0.105819205,,,,,
10/12/2016,213.71,15.91,0.105816428,,,,,
10/13/2016,213.01,16.690001,0.099854581,,,,,
10/14/2016,213.12,16.12,0.099027818,,,,,
10/17/2016,212.38,16.21,0.099562874,,,,,
10/18/2016,213.71,15.28,0.102152955,,,,,
10/19/2016,214.28,14.41,0.094188089,,,,,
10/20/2016,213.88,13.75,0.090593758,,,,,
10/21/2016,213.98,13.34,0.088722614,,,,,
10/24/2016,214.89,13.02,0.085222272,,,,,
10/25/2016,214.17,13.46,0.082888917,,,,,
10/26/2016,213.74,14.24,0.08022169,,,,,
10/27/2016,213.17,15.36,0.074143248,,,,,
10/28/2016,212.54,16.190001,0.067682783,,,,,
10/31/2016,212.55,17.06,0.067186282,,,,,
11/1/2016,211.01,18.559999,0.068976096,,,,,
11/2/2016,209.74,19.32,0.068858647,,,,,
11/3/2016,208.78,22.08,0.069242047,,,,,
11/4/2016,208.55,22.51,0.068994441,,,,,
11/7/2016,213.15,18.709999,0.107585445,,,,,
11/8/2016,214.11,18.74,0.099230677,,,,,
11/9/2016,216.38,14.38,0.106625565,,,,,
11/10/2016,216.92,14.74,0.105817436,,,,,
11/11/2016,216.42,14.17,0.106096105,,,,,
11/14/2016,216.59,14.48,0.105214366,,,,,
11/15/2016,218.28,13.37,0.106189857,,,,,
11/16/2016,217.87,13.72,0.106456597,,,,,
11/17/2016,218.99,13.35,0.106999589,,,,,
11/18/2016,218.5,12.85,0.107642027,,,,,
11/21/2016,220.15,12.42,0.109323912,,,,,
11/22/2016,220.58,12.41,0.1078194,,,,,
11/23/2016,220.7,12.43,0.107213237,,,,,
11/25/2016,221.52,12.34,0.106154189,,,,,
11/28/2016,220.48,13.15,0.107750715,,,,,
11/29/2016,220.91,12.9,0.107536398,,,,,
11/30/2016,220.38,13.33,0.104085823,,,,,
12/1/2016,219.57,14.07,0.101310794,,,,,
12/2/2016,219.68,14.12,0.098542227,,,,,
12/5/2016,221,12.14,0.097992378,,,,,
12/6/2016,221.7,11.79,0.066131175,,,,,
12/7/2016,224.6,12.22,0.077193605,,,,,
12/8/2016,225.15,12.64,0.069954102,,,,,
12/9/2016,226.51,11.75,0.071415802,,,,,
12/12/2016,226.25,12.64,0.071252784,,,,,
12/13/2016,227.76,12.72,0.072409631,,,,,
12/14/2016,225.88,13.19,0.078878609,,,,,
12/15/2016,226.81,12.79,0.078285116,,,,,
12/16/2016,225.04,12.2,0.078618625,,,,,
12/19/2016,225.53,11.71,0.077189814,,,,,
12/20/2016,226.4,11.45,0.074639213,,,,,
12/21/2016,225.77,11.27,0.07599579,,,,,
12/22/2016,225.38,11.43,0.076860531,,,,,
12/23/2016,225.71,11.44,0.076224623,,,,,
12/27/2016,226.27,11.99,0.072437408,,,,,
12/28/2016,224.4,12.95,0.080476668,,,,,
12/29/2016,224.35,13.37,0.079474242,,,,,
12/30/2016,223.53,14.04,0.080440701,,,,,
1/3/2017,225.24,12.85,0.084536423,,,,,
1/4/2017,226.58,11.85,0.084469912,,,,,
1/5/2017,226.4,11.67,0.08451296,,,,,
1/6/2017,227.21,11.32,0.072625661,,,,,
1/9/2017,226.46,11.56,0.074020312,,,,,
1/10/2017,226.46,11.49,0.07119474,,,,,
1/11/2017,227.1,11.26,0.07158568,,,,,
1/12/2017,226.53,11.54,0.068292214,,,,,
1/13/2017,227.05,11.23,0.061437517,,,,,
1/17/2017,226.25,11.87,0.06121503,,,,,
1/18/2017,226.75,12.48,0.061049021,,,,,
1/19/2017,225.91,12.78,0.062238102,,,,,
1/20/2017,226.74,11.54,0.062036846,,,,,
1/23/2017,226.15,11.77,0.062165466,,,,,
1/24/2017,227.6,11.07,0.065888141,,,,,
1/25/2017,229.57,10.81,0.071185048,,,,,
1/26/2017,229.33,10.63,0.071149868,,,,,
1/27/2017,228.97,10.58,0.063134439,,,,,
1/30/2017,227.55,11.88,0.067769694,,,,,
1/31/2017,227.53,11.99,0.06510322,,,,,
2/1/2017,227.62,11.81,0.058602359,,,,,
2/2/2017,227.77,11.93,0.055253711,,,,,
2/3/2017,229.34,10.97,0.060446119,,,,,
2/6/2017,228.93,11.37,0.060183346,,,,,
2/7/2017,228.94,11.29,0.058407311,,,,,
2/8/2017,229.24,11.45,0.058374669,,,,,
2/9/2017,230.6,10.88,0.060748244,,,,,
2/10/2017,231.51,10.85,0.060561474,,,,,
2/13/2017,232.77,11.07,0.062364224,,,,,
2/14/2017,233.7,10.74,0.061124861,,,,,
2/15/2017,234.92,11.97,0.062356498,,,,,
2/16/2017,234.72,11.76,0.059982564,,,,,
2/17/2017,235.09,11.49,0.059704125,,,,,
2/21/2017,236.49,11.57,0.059167337,,,,,
2/22/2017,236.28,11.74,0.057850532,,,,,
2/23/2017,236.44,11.71,0.053080363,,,,,
2/24/2017,236.74,11.47,0.05247167,,,,,
2/27/2017,237.11,12.09,0.051755721,,,,,
2/28/2017,236.47,12.92,0.046184139,,,,,
3/1/2017,239.78,12.54,0.061410372,,,,,
3/2/2017,238.27,11.81,0.067906145,,,,,
3/3/2017,238.42,10.96,0.067927794,,,,,
3/6/2017,237.71,11.24,0.067818363,,,,,
3/7/2017,237,11.45,0.068466303,,,,,
3/8/2017,236.56,11.86,0.069721045,,,,,
3/9/2017,236.86,12.3,0.069705479,,,,,
3/10/2017,237.69,11.66,0.068246003,,,,,
3/13/2017,237.81,11.35,0.067838413,,,,,
3/14/2017,236.9,12.3,0.067979521,,,,,
