date,year,month_day,spy,vix,sp20vol,next_20_vix,next_20_move,last_20_move,imp_v_hist,vol_diff_p,spy_50_ma,spy_v_ma
5/14/2009,2009,5/14,89.44,31.37,0.300395463,8.837496323611187,7.904256711837847,2.9399999999999977,-5.781527073958191,-66.29030701769403,82.9486,1.0782581020053383
5/15/2009,2009,5/15,88.71,33.12,0.303677067,9.330502972202822,8.277089186641122,1.6299999999999955,-6.696164477032363,-80.42315877260971,83.3468,1.0643480013629796
5/18/2009,2009,5/18,91.23,30.24,0.273536678,8.519154887663447,7.772025004015363,7.799999999999997,-1.4087652630432217,-15.298090708174565,83.79299999999999,1.0887544305610255
5/19/2009,2009,5/19,91.12,28.8,0.267060911,8.11348084539376,7.393003746322794,6.060000000000002,-2.839836028312302,-31.90885786297825,84.25319999999999,1.0815019488874014
5/20/2009,2009,5/20,90.51,29.03,0.265802519,8.178276004922946,7.402157612055759,5.969999999999999,-3.1040662682330975,-34.20810666878149,84.62,1.069605294256677
5/21/2009,2009,5/21,89.21,31.35,0.27408746,8.831861961912999,7.878904056222586,3.839999999999989,-5.094676385591157,-57.02138684963772,84.95139999999999,1.0501298389432074
5/22/2009,2009,5/22,89.02,32.63,0.268839033,9.192461110597165,8.183128880653596,2.3599999999999994,-6.629120377526503,-73.74604075944758,85.22179999999999,1.0445684085527414
5/26/2009,2009,5/26,91.3,30.62,0.279203204,8.62620775992906,7.875727684815231,5.459999999999994,-3.8068031325877705,-41.08000437821664,85.52600000000001,1.0675116338891095
5/27/2009,2009,5/27,89.67,32.36,0.289491283,9.116397227671598,8.174673394053123,4.1000000000000085,-5.048460971505564,-55.1837187394672,85.8022,1.0450780982305816
5/28/2009,2009,5/28,90.92,31.67,0.284818336,8.92201174908404,8.11189308226721,3.530000000000001,-5.3526591132391985,-60.259647983803674,86.057,1.0565090579499634
5/29/2009,2009,5/29,92.53,28.92,0.287464866,8.1472870155829,7.538684675518859,5.109999999999999,-3.879145168717976,-43.15366028593369,86.309,1.072078230543744
6/1/2009,2009,6/1,94.77,30.04,0.298876393,8.462811270681545,8.0202062412249,6.8799999999999955,-1.8603514763918483,-21.284630045104674,86.62559999999999,1.0940183964093755
6/2/2009,2009,6/2,94.85,29.63,0.276905067,8.347306855868649,7.9174205527914125,3.969999999999999,-4.870556908885645,-55.093326801507814,86.9884,1.0903752684265948
6/3/2009,2009,6/3,93.65,31.02,0.281951565,8.738894993892862,8.183975161780666,3.0800000000000125,-5.431873038604692,-63.81524975723914,87.21700000000001,1.0737585562447687
6/4/2009,2009,6/4,94.53,30.18,0.278330471,8.502251802568876,8.037178628968359,2.3900000000000006,-6.033210159485817,-71.62601959647775,87.4956,1.0803971856870518
6/5/2009,2009,6/5,94.55,29.62,0.273447455,8.344489675019554,7.889714987730988,3.6899999999999977,-4.869605097167094,-56.89053457359559,87.7576,1.077399564254264
6/8/2009,2009,6/8,94.16,29.77,0.260688626,8.386747387755978,7.896961340311029,1.1799999999999926,-7.215224284930914,-85.94438981078748,87.9786,1.0702602678378605
6/9/2009,2009,6/9,94.64,28.27,0.247247885,7.964170260391721,7.537290734434724,3.4000000000000057,-5.048891016669991,-59.75803222823362,88.2392,1.0725391889319034
6/10/2009,2009,6/10,94.4,28.46,0.247794248,8.017696696524528,7.5687056815191545,3.430000000000007,-4.719670350581227,-57.91240807972828,88.5514,1.0660475159060163
6/11/2009,2009,6/11,94.82,28.11,0.223649818,7.9190953668062,7.508886226805638,6.139999999999986,-2.2666986625292846,-26.963005973230842,88.85740000000001,1.067103021245276
6/12/2009,2009,6/12,95.08,28.15,0.222230719,7.93036409020258,7.540190176964612,5.640000000000001,-2.264256711837846,-28.6460421818888,89.13780000000001,1.0666630767194163
6/15/2009,2009,6/15,92.9,30.81,0.23670766,8.679734196061865,8.063473068141473,4.190000000000012,-4.08708918664111,-49.378339347092,89.32719999999999,1.0399967758980468
6/16/2009,2009,6/16,91.64,32.68,0.217725221,9.20654701484264,8.436879684401795,0.4099999999999966,-7.362025004015367,-94.72466957082392,89.47480000000002,1.0241989923419776
6/17/2009,2009,6/17,91.55,31.54,0.217686667,8.885388398045803,8.134573078410932,0.4299999999999926,-6.963003746322801,-94.18369021909572,89.6338,1.0213780962092425
6/18/2009,2009,6/18,92.22,30.03,0.218567926,8.45999408983245,7.801806549643486,1.7099999999999937,-5.692157612055765,-76.89862754050321,89.8452,1.0264321299301464
6/19/2009,2009,6/19,92.04,27.99,0.208411852,7.885289196617059,7.257620176566341,2.8300000000000125,-5.0489040562225735,-64.08129887347796,90.0354,1.0222645759334663
6/22/2009,2009,6/22,89.28,31.17,0.238183971,8.781152706629287,7.839813136478628,0.2600000000000051,-7.923128880653591,-96.82273120963923,90.1048,0.9908462146300753
6/23/2009,2009,6/23,89.35,30.58,0.218011631,8.614939036532679,7.697448029141948,1.9500000000000028,-5.925727684815228,-75.24038313615523,90.1752,0.9908489252033817
6/24/2009,2009,6/24,90.12,29.05,0.20832313,8.183910366621136,7.3753400223989685,0.45000000000000284,-7.72467339405312,-94.49519291709724,90.2906,0.9981105452837837
6/25/2009,2009,6/25,92.08,26.36,0.215027961,7.426088718214565,6.8379424917319716,1.1599999999999966,-6.951893082267214,-85.70000876200176,90.4272,1.0182776863598564
6/26/2009,2009,6/26,91.84,25.93,0.209762293,7.304949941703478,6.708866026460474,0.6899999999999977,-6.848684675518861,-90.8472096963983,90.53399999999999,1.0144255196942586
6/29/2009,2009,6/29,92.7,25.35,0.18998603,7.141553452455965,6.6202200504266795,2.069999999999993,-5.950206241224906,-74.1901899060909,90.6464,1.0226550640731458
6/30/2009,2009,6/30,91.95,26.35,0.191625641,7.423271537365471,6.82569817860755,2.8999999999999915,-5.017420552791421,-63.371909062257025,90.8168,1.0124778675311177
7/1/2009,2009,7/1,92.33,26.22,0.186742411,7.386648186327235,6.820092270435936,1.3200000000000074,-6.863975161780658,-83.87091879060881,90.96220000000001,1.0150370153756174
7/2/2009,2009,7/2,89.81,27.95,0.207066569,7.874020473220679,7.071657786999492,4.719999999999999,-3.3171786289683602,-41.27292402102737,91.0676,0.9861904782820674
7/6/2009,2009,7/6,89.8,29.0,0.207819515,8.16982446237566,7.336502367213342,4.75,-3.1397149877309882,-39.79503686271869,91.15620000000001,0.9851222407252604
7/7/2009,2009,7/7,88.06,30.85,0.216818456,8.691002919458246,7.653297170874931,6.099999999999994,-1.796961340311035,-22.755098611642183,91.1842,0.9657374852222205
7/8/2009,2009,7/8,88.0,31.3,0.215502911,8.817776057667523,7.759642930747421,6.640000000000001,-0.8972907344347236,-11.904685198560513,91.22740000000002,0.9646224708804589
7/9/2009,2009,7/9,88.17,29.78,0.216889174,8.389564568605074,7.397079080139094,6.230000000000004,-1.3387056815191505,-17.68737929376654,91.27939999999998,0.9659353589090203
7/10/2009,2009,7/10,87.96,29.02,0.214204961,8.17545882407385,7.191133581655358,6.859999999999999,-0.6488862268056383,-8.641577554993555,91.2908,0.9635143957551033
7/13/2009,2009,7/13,90.1,26.31,0.236493987,7.41200281396909,6.678214535386149,4.980000000000004,-2.560190176964608,-33.95392048314677,91.34440000000001,0.9863768331720388
7/14/2009,2009,7/14,90.61,25.02,0.223724564,7.048586484435828,6.3867242135473035,2.2900000000000063,-5.773473068141467,-71.60032679903497,91.3988,0.9913696897552265
7/15/2009,2009,7/15,93.26,25.89,0.243622941,7.293681218307098,6.8020871041932,1.6200000000000045,-6.8168796844017905,-80.79858833361011,91.4464,1.0198323826853763
7/16/2009,2009,7/16,94.15,25.42,0.244790059,7.161273718399631,6.742339205873253,2.6000000000000085,-5.534573078410924,-68.03765883054908,91.51800000000001,1.0287593697414714
7/17/2009,2009,7/17,94.13,24.34,0.243597316,6.857018186697364,6.454511219138229,1.9099999999999966,-5.89180654964349,-75.51849064897314,91.55779999999999,1.0280937287702414
7/20/2009,2009,7/20,95.13,24.4,0.246195477,6.873921271791934,6.539161305855666,3.089999999999989,-4.167620176566352,-57.424060162626176,91.6432,1.0380475583567574
7/21/2009,2009,7/21,95.57,23.87,0.214558089,6.724610686789897,6.426710433365105,6.289999999999992,-1.5498131364786358,-19.768495874823337,91.695,1.0422596651943945
7/22/2009,2009,7/22,95.55,23.47,0.214990917,6.611923452826094,6.317692859175333,6.200000000000003,-1.4974480291419452,-19.453824481473884,91.78119999999998,1.0410628756215872
7/23/2009,2009,7/23,97.66,23.43,0.226284056,6.600654729429714,6.44619940876106,7.539999999999992,0.16465997760102358,2.2325747301270162,91.915,1.0625033998803242
7/24/2009,2009,7/24,98.06,23.09,0.216829161,6.504870580560483,6.378676091297609,5.980000000000004,-0.8579424917319676,-12.546793026840163,92.1026,1.064682213097133
7/27/2009,2009,7/27,98.35,24.28,0.216129713,6.840115101602795,6.727253202426348,6.509999999999991,-0.19886602646048335,-2.964227123870633,92.2808,1.0657688273183588
7/28/2009,2009,7/28,97.89,25.01,0.216059694,7.0457693035867335,6.897103571281053,5.189999999999998,-1.4302200504266818,-21.60381436768862,92.46439999999998,1.058677718127193
7/29/2009,2009,7/29,97.65,25.61,0.213736742,7.214800154532436,7.045252350900925,5.700000000000003,-1.1256981786075473,-16.492059114708628,92.59280000000001,1.0546176376564915
7/30/2009,2009,7/30,98.67,25.4,0.216016325,7.15563935670144,7.060469353257311,6.340000000000003,-0.4800922704359323,-7.039380867573586,92.74380000000001,1.0638986110122723
7/31/2009,2009,7/31,98.81,25.92,0.179179303,7.302132760854383,7.215237381000216,9.0,1.9283422130005077,27.26860194713557,92.90979999999999,1.0635046033895241
8/3/2009,2009,8/3,100.44,25.56,0.182668559,7.2007142502869605,7.232397392988223,10.64,3.3034976327866588,45.02823644615604,93.1344,1.0784414781219398
8/4/2009,2009,8/4,100.7,24.89,0.157060053,7.011963133397592,7.061046875331375,12.64,4.986702829125069,65.15757480452031,93.36800000000001,1.0785279753234511
8/5/2009,2009,8/5,100.41,24.9,0.157997488,7.014780314246687,7.043540913535098,12.409999999999997,4.650357069252576,59.93003944583113,93.5502,1.0733274755158193
8/6/2009,2009,8/6,99.89,25.67,0.163618044,7.231703239627007,7.2237483660634165,11.719999999999999,4.322920919860905,58.440918003266994,93.75460000000001,1.0654410556922005
8/7/2009,2009,8/7,101.2,24.76,0.160921106,6.975339782359357,7.0590438597476695,13.240000000000009,6.048866418344651,84.1156175123121,93.9602,1.0770517729847318
8/10/2009,2009,8/10,100.99,24.99,0.150150562,7.040134941888542,7.109832277813239,10.89,4.211785464613851,63.067537622468976,94.1294,1.0728847735139073
8/11/2009,2009,8/11,99.73,25.99,0.163591521,7.321853026798048,7.302084023625693,9.120000000000005,2.733275786452701,42.796208119570416,94.2286,1.05838354809474
8/12/2009,2009,8/12,100.8,25.45,0.137587157,7.169725260946915,7.22708306303449,7.539999999999992,0.737912895806792,10.848330585944714,94.34759999999999,1.0683896569706066
8/13/2009,2009,8/13,101.57,24.71,0.1369082,6.961253878113881,7.070545564000269,7.4199999999999875,0.6776607941267345,10.05082618116312,94.506,1.074746576936914
8/14/2009,2009,8/14,100.79,24.27,0.143070713,6.837297920753699,6.891312574327653,6.660000000000011,0.20548878086178224,3.183645885570526,94.6312,1.065082129361141
8/17/2009,2009,8/17,98.31,27.89,0.169830377,7.857117388126109,7.724332104266778,3.180000000000007,-3.3591613058556593,-51.369910432513855,94.70639999999999,1.038050226806214
8/18/2009,2009,8/18,99.09,26.18,0.172450531,7.375379462930854,7.308263509818183,3.5200000000000102,-2.9067104333650944,-45.22858877030663,94.805,1.0451980380781605
8/19/2009,2009,8/19,99.96,26.26,0.173083957,7.397916909723615,7.3949577429597255,4.409999999999997,-1.9076928591753362,-30.196036776380307,94.9114,1.0531927671491517
8/20/2009,2009,8/20,100.99,25.09,0.158062467,7.068306750379493,7.1382829872082505,3.3299999999999983,-3.1161994087610614,-48.3416539135575,95.0432,1.0625694421063263
8/21/2009,2009,8/21,102.97,25.01,0.169210299,7.0457693035867335,7.255028651903259,4.909999999999997,-1.4686760912976125,-23.024779284549638,95.20620000000001,1.0815472101606827
8/24/2009,2009,8/24,102.96,25.14,0.169510936,7.082392654624969,7.292031477201867,4.609999999999999,-2.1172532024263484,-31.472774083525046,95.3638,1.0796549634137902
8/25/2009,2009,8/25,103.16,24.92,0.168550081,7.020414675944878,7.242259779704735,5.269999999999996,-1.627103571281057,-23.591114073684157,95.569,1.0794295221253754
8/26/2009,2009,8/26,103.17,24.95,0.166770551,7.028866218492162,7.2516812776183635,5.519999999999996,-1.5252523509009288,-21.649364351099283,95.7996,1.0769356030714117
8/27/2009,2009,8/27,103.4,24.68,0.163205733,6.952802335566596,7.1891976149758605,4.730000000000004,-2.330469353257307,-33.00728657907362,96.03659999999999,1.0766728518085815
8/28/2009,2009,8/28,103.38,24.76,0.163825598,6.975339782359357,7.211106267003102,4.569999999999993,-2.645237381000223,-36.6618205516826,96.2598,1.073968572550535
8/31/2009,2009,8/31,102.46,26.01,0.159775938,7.327487388496239,7.507743578253246,2.019999999999996,-5.212397392988227,-72.07011879686843,96.4682,1.062111659593524
9/1/2009,2009,9/1,100.2,29.15,0.179181927,8.212082175112085,8.22850633946231,0.5,-6.561046875331375,-92.9188970300309,96.68660000000001,1.0363380240902047
9/2/2009,2009,9/2,99.82,28.9,0.179260592,8.141652653884709,8.126997679107715,0.5900000000000034,-6.453540913535095,-91.62353129991422,96.896,1.0301766842800528
9/3/2009,2009,9/3,100.65,27.1,0.180762056,7.6345601010476,7.68418474170441,0.7600000000000051,-6.463748366063411,-89.47914626192652,97.1066,1.0364897957502375
9/4/2009,2009,9/4,102.06,25.26,0.180456939,7.11619882481411,7.262792520605281,0.8599999999999994,-6.19904385974767,-87.81704693883655,97.3062,1.048854029856268
9/8/2009,2009,9/8,102.94,25.62,0.182321117,7.217617335381531,7.429815285041748,1.9500000000000028,-5.159832277813236,-72.57319267452871,97.5282,1.0554895917283411
9/9/2009,2009,9/9,103.73,24.32,0.176405796,6.851383824999174,7.106940441671644,4.0,-3.302084023625693,-45.2211178745943,97.74880000000002,1.0611894979784917
9/10/2009,2009,9/10,104.79,23.55,0.175656584,6.634460899618855,6.952251576710598,3.990000000000009,-3.237083063034481,-44.791003988755904,98.0056,1.0692246157362437
9/11/2009,2009,9/11,104.77,24.15,0.175008894,6.803491750564557,7.128018307066486,3.200000000000003,-3.870545564000266,-54.74182337084673,98.25439999999999,1.066313569672198
9/14/2009,2009,9/14,105.28,23.86,0.171610086,6.721793505940801,7.076704203054476,4.489999999999995,-2.401312574327658,-34.84550364575417,98.56380000000001,1.068140635811525
9/15/2009,2009,9/15,105.72,23.42,0.14011468,6.597837548580619,6.975233856359431,7.409999999999997,-0.31433210426678126,-4.069375837597014,98.8822,1.0691509695374901
9/16/2009,2009,9/16,107.32,23.69,0.144445755,6.673901431506186,7.162431016292438,8.22999999999999,0.9217364901818064,12.612250351174564,99.2674,1.0811202872242045
9/17/2009,2009,9/17,107.16,23.65,0.146024218,6.662632708109805,7.139677210010467,7.200000000000003,-0.19495774295972268,-2.636360473395939,99.6506,1.0753572984006117
9/18/2009,2009,9/18,106.72,23.92,0.143276229,6.738696591035373,7.191537001952949,5.730000000000004,-1.4082829872082465,-19.72859565433143,100.02159999999999,1.0669695345805306
9/21/2009,2009,9/21,106.45,24.06,0.132293299,6.778137122922702,7.215326967351217,3.480000000000004,-3.7750286519032548,-52.03327006727847,100.39140000000002,1.0603497909183455
9/22/2009,2009,9/22,107.07,23.08,0.13297592,6.502053399711387,6.961748575070982,4.109999999999999,-3.1820314772018676,-43.637105615222765,100.7308,1.062932092269693
9/23/2009,2009,9/23,106.18,23.49,0.139954022,6.617557814524284,7.026522887461885,3.0200000000000102,-4.222259779704725,-58.30030830345145,101.04220000000001,1.0508480615030156
9/24/2009,2009,9/24,105.01,24.95,0.145385491,7.028866218492162,7.381012416038619,1.8400000000000034,-5.41168127761836,-74.62657376188069,101.2772,1.0368572590869416
9/25/2009,2009,9/25,104.45,25.61,0.147445647,7.214800154532436,7.53585876140913,1.0499999999999972,-6.139197614975863,-85.39475395956934,101.4832,1.029234395446734
9/28/2009,2009,9/28,106.32,24.88,0.158977692,7.009145952548497,7.4521239767495615,2.9399999999999977,-4.271106267003105,-59.22955658755191,101.727,1.0451502550945175
9/29/2009,2009,9/29,106.0,25.19,0.155537648,7.096478558870444,7.522267272402671,3.5400000000000063,-3.9677435782532395,-52.848682655413434,101.9444,1.0397824696599323
9/30/2009,2009,9/30,105.59,25.61,0.128961141,7.214800154532436,7.6181074831707996,5.390000000000001,-2.8385063394623096,-34.49600963238477,102.14479999999999,1.033728589218443
10/1/2009,2009,10/1,103.0,28.27,0.163359926,7.964170260391721,8.203095368203472,3.180000000000007,-4.946997679107708,-60.8711589991601,102.2938,1.0069036442091308
10/2/2009,2009,10/2,102.49,28.68,0.162771456,8.079674675204618,8.280858574617213,1.8399999999999892,-5.844184741704421,-76.05471417138439,102.39039999999999,1.0009727474450731
10/5/2009,2009,10/5,104.02,26.84,0.164596888,7.561313398971128,7.865278197609768,1.9599999999999937,-5.302792520605287,-73.01313517577054,102.5096,1.0147342297696995
10/6/2009,2009,10/6,105.51,25.7,0.168441965,7.240154782174291,7.639087310672095,2.5700000000000074,-4.859815285041741,-65.40963804074482,102.65279999999998,1.0278336294772283
10/7/2009,2009,10/7,105.8,24.68,0.166873881,6.952802335566596,7.356064871029458,2.069999999999993,-5.036940441671651,-70.87354232121436,102.811,1.0290727645874467
10/8/2009,2009,10/8,106.61,24.18,0.165031389,6.8119432931118435,7.262212744786536,1.8199999999999932,-5.132251576710605,-73.82143065569109,102.99019999999999,1.035147033407062
10/9/2009,2009,10/9,107.26,23.12,0.165540087,6.513322123107768,6.986189309245392,2.490000000000009,-4.638018307066477,-65.06742978575821,103.16199999999999,1.039723929353832
10/12/2009,2009,10/12,107.68,23.01,0.164913322,6.482333133767722,6.980176318441083,2.4000000000000057,-4.67670420305447,-66.08590763248084,103.33940000000001,1.0420033404490445
10/13/2009,2009,10/13,107.46,22.99,0.165385918,6.476698772069532,6.959860500465918,1.7399999999999949,-5.235233856359436,-75.05459980508597,103.4798,1.0384635455422218
10/14/2009,2009,10/14,109.31,22.86,0.168101109,6.440075421031296,7.0396464427293095,1.990000000000009,-5.172431016292429,-72.2161372937018,103.65199999999999,1.0545865009840623
10/15/2009,2009,10/15,109.71,21.72,0.167666668,6.118916804234459,6.713063625925624,2.549999999999997,-4.5896772100104695,-64.2840996169313,103.838,1.0565496253779927
10/16/2009,2009,10/16,108.89,21.43,0.170990897,6.037218559610703,6.573927289560094,2.1700000000000017,-5.0215370019529475,-69.82564367796881,104.01799999999999,1.046838047261051
10/19/2009,2009,10/19,109.79,21.49,0.172695925,6.0541216447052735,6.6468201537219205,3.3400000000000034,-3.8753269673512136,-53.70965148061566,104.18979999999999,1.0537499832037303
10/20/2009,2009,10/20,109.21,20.9,0.173781862,5.887907974608665,6.430184299070123,2.1400000000000006,-4.821748575070981,-69.26059628664224,104.3542,1.0465319076759727
10/21/2009,2009,10/21,108.23,22.22,0.172810717,6.259775846689212,6.774955398871734,2.049999999999997,-4.976522887461888,-70.82482996450473,104.52420000000001,1.035453990559124
10/22/2009,2009,10/22,109.33,20.69,0.171330577,5.82874717677767,6.372569288371026,4.319999999999993,-3.0610124160386256,-41.47144380067942,104.69480000000001,1.0442734500662878
10/23/2009,2009,10/23,108.08,22.27,0.176440909,6.273861750934688,6.780789780410211,3.6299999999999955,-3.9058587614091342,-51.83030740187039,104.825,1.031051752921536
10/26/2009,2009,10/26,106.91,24.31,0.17179466,6.848566644150079,7.321802599260849,0.5900000000000034,-6.862123976749558,-92.08279408876197,104.9474,1.0187007967801012
10/27/2009,2009,10/27,106.42,24.83,0.172045567,6.995060048303022,7.444142903404075,0.4200000000000017,-7.10226727240267,-94.41657701341087,105.10960000000001,1.0124669868404026
10/28/2009,2009,10/28,104.41,27.91,0.185536287,7.862751749824299,8.20949910199155,1.1800000000000068,-6.438107483170793,-84.51058871764738,105.21600000000001,0.9923395681265206
10/29/2009,2009,10/29,106.65,24.76,0.177767068,6.975339782359357,7.439199877886255,3.6500000000000057,-4.553095368203467,-55.504601175941495,105.3498,1.012341741512561
10/30/2009,2009,10/30,103.56,30.69,0.206227006,8.645928025872724,8.953723063593793,1.0700000000000074,-7.210858574617205,-87.07863453579789,105.4012,0.9825315081801725
11/2/2009,2009,11/2,104.32,29.78,0.200593379,8.389564568605074,8.751993757968814,0.29999999999999716,-7.5652781976097705,-96.18576746476474,105.4282,0.9894885808540788
11/3/2009,2009,11/3,104.65,28.81,0.194415934,8.116298026242854,8.493705884463147,0.8599999999999994,-6.779087310672096,-88.74211060791848,105.462,0.9923005442718704
11/4/2009,2009,11/4,104.92,27.72,0.194154956,7.809225313691493,8.193439199125114,0.8799999999999955,-6.476064871029463,-88.03708211620432,105.4972,0.994528764744467
11/5/2009,2009,11/5,106.85,25.43,0.204728562,7.164090899248725,7.654831125847262,0.23999999999999488,-7.0222127447865414,-96.69522212534618,105.5708,1.0121169868941031
11/6/2009,2009,11/6,107.13,24.19,0.203910396,6.814760473960939,7.300652895754354,0.13000000000000966,-6.856189309245383,-98.13918583872369,105.64540000000001,1.014052670537477
11/9/2009,2009,11/9,109.57,23.15,0.218365808,6.5217736656550525,7.1459074054582405,1.8899999999999864,-5.090176318441097,-72.9233200742114,105.7692,1.0359348468174099
11/10/2009,2009,11/10,109.59,22.84,0.217974594,6.434441059333106,7.051503956923151,2.1300000000000097,-4.829860500465909,-69.39593832581242,105.9118,1.0347288970634057
11/11/2009,2009,11/11,110.15,23.0,0.209750686,6.479515952918627,7.137186822139868,0.8400000000000034,-6.199646442729306,-88.06758255782047,106.1108,1.0380658707690453
11/12/2009,2009,11/12,109.03,24.24,0.212530809,6.828846378206413,7.445491206158453,0.6799999999999926,-6.033063625925632,-89.87049672263115,106.295,1.025730278940684
11/13/2009,2009,11/13,109.62,23.36,0.211506085,6.580934463486049,7.214020358873407,0.730000000000004,-5.84392728956009,-88.8955267095926,106.4744,1.0295432517112095
11/16/2009,2009,11/16,111.21,22.89,0.215113146,6.448526963578582,7.17140683619574,1.4199999999999875,-5.226820153721933,-78.63640105855953,106.6574,1.0426843332014468
11/17/2009,2009,11/17,111.34,22.41,0.213588421,6.313302282822018,7.029230761694035,2.1300000000000097,-4.300184299070113,-66.87497743559183,106.8254,1.0422614846281877
11/18/2009,2009,11/18,111.27,21.63,0.210529665,6.093562176592604,6.7803066338945905,3.039999999999992,-3.734955398871742,-55.128855896139804,106.97619999999999,1.0401378998319253
11/19/2009,2009,11/19,109.82,22.63,0.213794928,6.37528026150211,7.001332783181616,0.4899999999999949,-5.882569288371031,-92.31079368734098,107.0768,1.025618994964362
11/20/2009,2009,11/20,109.43,22.19,0.209243366,6.251324304141928,6.8408241860225125,1.3500000000000085,-5.430789780410202,-80.09081473222815,107.17,1.0210879910422694
11/23/2009,2009,11/23,110.82,21.16,0.208745806,5.961154676685137,6.606151612702469,3.9099999999999966,-3.4118025992608523,-46.597850092343116,107.2808,1.0329900597310981
11/24/2009,2009,11/24,110.99,20.47,0.20805695,5.7667691980975775,6.400537132968501,4.569999999999993,-2.874142903404082,-38.60945364294105,107.3862,1.0335592469050958
11/25/2009,2009,11/25,111.38,20.48,0.191867772,5.7695863789466735,6.426165308870805,6.969999999999999,-1.2394991019915516,-15.098352367087294,107.4674,1.0364073198011676
11/27/2009,2009,11/27,109.57,24.74,0.190755568,6.969705420661166,7.636706229418439,2.9199999999999875,-4.519199877886267,-60.7484669328489,107.51559999999999,1.0191079248034705
11/30/2009,2009,11/30,109.94,24.51,0.156224878,6.904910261131981,7.5912583410884995,6.3799999999999955,-2.573723063593798,-28.74472490732556,107.58,1.0219371630414575
12/1/2009,2009,12/1,111.3,21.92,0.159195512,6.175260421216361,6.873064848813809,6.980000000000004,-1.7719937579688096,-20.246743850284222,107.67699999999999,1.0336469255272713
12/2/2009,2009,12/2,111.25,21.12,0.1594874,5.9498859532887565,6.619248123033742,6.599999999999994,-1.8937058844631522,-22.29540215098755,107.7606,1.0323810372251083
12/3/2009,2009,12/3,110.38,22.46,0.1644824,6.327388187067494,6.984171080885099,5.459999999999994,-2.7334391991251206,-33.36131669124968,107.84459999999999,1.0235097538495206
12/4/2009,2009,12/4,111.01,21.25,0.152809241,5.986509304326992,6.6456239787333935,4.160000000000011,-3.4948311258472513,-45.65523482349106,107.9646,1.0282073939050393
12/7/2009,2009,12/7,110.84,22.1,0.15354761,6.225969676500072,6.9008647894326804,3.710000000000008,-3.5906528957543458,-49.18262718451477,108.0924,1.0254189933797382
12/8/2009,2009,12/8,109.61,23.69,0.138193484,6.673901431506186,7.315263359073931,0.04000000000000625,-7.105907405458234,-99.4402390385096,108.1582,1.0134229304851599
12/9/2009,2009,12/9,110.02,22.66,0.138811372,6.383731804049395,7.023381730815145,0.4299999999999926,-6.621503956923158,-93.90201008711313,108.2386,1.0164580842693824
12/10/2009,2009,12/10,110.64,22.32,0.139215574,6.287947655180163,6.956985285691332,0.4899999999999949,-6.647186822139873,-93.13454989744709,108.33959999999999,1.0212332332775829
12/11/2009,2009,12/11,111.11,21.59,0.134007121,6.082293453196224,6.758036255846324,2.0799999999999983,-5.365491206158454,-72.06362961949978,108.5018,1.024038310885165
12/14/2009,2009,12/14,111.87,21.15,0.134658916,5.958337495836041,6.665592156591779,2.25,-4.964020358873407,-68.81073398645945,108.6894,1.029263203219449
12/15/2009,2009,12/15,111.35,21.5,0.126545968,6.056938825554369,6.7444013822547895,0.14000000000000057,-7.03140683619574,-98.04780284820283,108.83599999999998,1.0230989746039914
12/16/2009,2009,12/16,111.52,20.54,0.12656895,5.786489464041243,6.4530930502987935,0.1799999999999926,-6.849230761694042,-97.43926460657819,108.95620000000001,1.0235305563152899
12/17/2009,2009,12/17,110.18,22.57,0.13332373,6.358377176407539,7.0056599729658275,1.0899999999999892,-5.690306633894601,-83.92403089041571,109.0438,1.0104196662258653
12/18/2009,2009,12/18,110.21,21.68,0.12605484,6.1076480808380795,6.7312389498916465,0.39000000000000057,-6.6113327831816155,-94.42963201325259,109.1158,1.0100278786390238
12/21/2009,2009,12/21,111.33,20.49,0.130211095,5.772403559795768,6.426416883120628,1.8999999999999915,-4.940824186022521,-72.2255689032009,109.19720000000001,1.0195316363423237
12/22/2009,2009,12/22,111.73,19.54,0.121984762,5.504771379131737,6.15048106190389,0.9100000000000108,-5.696151612702458,-86.22496041038113,109.2782,1.0224363139217154
12/23/2009,2009,12/23,111.95,19.71,0.12206294,5.552663453566354,6.216206736267534,0.960000000000008,-5.440537132968493,-85.00125879974748,109.368,1.0236083680784143
12/24/2009,2009,12/24,112.48,19.47,0.12240256,5.485051113188072,6.169585492113944,1.1000000000000085,-5.326165308870796,-82.88248205377558,109.43140000000001,1.0278585488260223
12/28/2009,2009,12/28,112.72,19.93,0.102358444,5.614641432246445,6.328823822428192,3.1500000000000057,-4.4867062294184334,-58.751850531248095,109.4916,1.0294853669139916
12/29/2009,2009,12/29,112.56,20.01,0.102580743,5.6371788790392054,6.34520854624653,2.6200000000000045,-4.971258341088495,-65.486617866514,109.565,1.027335371697166
12/30/2009,2009,12/30,112.52,19.96,0.094530268,5.62309297479373,6.327104215237905,1.2199999999999989,-5.65306484881381,-82.24954911911601,109.6196,1.0264587719714358
12/31/2009,2009,12/31,111.44,21.68,0.102096042,6.1076480808380795,6.806363021285956,0.18999999999999773,-6.429248123033744,-97.12958335345017,109.6642,1.0161930693881869
1/4/2010,2010,1/4,113.33,20.04,0.111000856,5.64563042158649,6.398192956783969,2.950000000000003,-4.034171080885097,-57.761630323263056,109.76619999999998,1.0324671893533712
